miRNA	KRG081018_Aag2_Ago1_Exp3A	KRG081018_Aag2_Ago1_Exp3B	KRG081018_Aag2_rIgG_Exp3	KRG081018_aegypti_Ago1_Exp3A	KRG081018_aegypti_Ago1_Exp3B	KRG081018_aegypti_Ago1_Exp3C	KRG090619_Aag2_Ago1_Exp5A	KRG090619_Aag2_Ago1_Exp5B	KRG090619_Aag2_Ago2_Exp5A	KRG090619_Aag2_Ago2_Exp5B	KRG090619_Aag2_mIgG_Exp5A	KRG090619_Aag2_mIgG_Exp5B	KRG090619_Aag2_rIgG_Exp5A	KRG090619_Aag2_rIgG_Exp5B	KRG090619_aegypti_Ago1_Exp5A	KRG090619_aegypti_Ago1_Exp5B	KRG090619_aegypti_Ago2_Exp5A	KRG090619_aegypti_Ago2_Exp5B	KRG090619_aegypti_mIgG_Exp5A	KRG090619_aegypti_mIgG_Exp5B	KRG090619_aegypti_rIgG_Exp5A	KRG090619_aegypti_rIgG_Exp5B	KRG091218_Aag2_Ago1_Exp4A	KRG091218_Aag2_Ago1_Exp4B	KRG091218_Aag2_Ago1_Exp4C	KRG091218_Aag2_rIgG_Exp4A	KRG091218_Aag2_rIgG_Exp4B	KRG091218_aegypti_Ago1_Exp4A	KRG091218_aegypti_Ago1_Exp4B	KRG091218_aegypti_Ago1_Exp4C	KRG091218_aegypti_Ago1_Exp4D	KRG091218_aegypti_Ago1_Exp4E	KRG091218_aegypti_Ago1_Exp4F	KRG091218_aegypti_rIgG_Exp4A	KRG091218_aegypti_rIgG_Exp4B	KRG091819_Aag2_Ago1_Exp6A	KRG091819_Aag2_Ago1_Exp6B	KRG091819_Aag2_Ago2_Exp6A	KRG091819_Aag2_Ago2_Exp6B	KRG091819_Aag2_mIgG_Exp6A	KRG091819_Aag2_mIgG_Exp6B	KRG091819_Aag2_rIgG_Exp6A	KRG091819_Aag2_rIgG_Exp6B	KRG091819_aegypti_Ago1_Exp6A	KRG091819_aegypti_Ago1_Exp6B	KRG091819_aegypti_Ago2_Exp6A	KRG091819_aegypti_Ago2_Exp6B	KRG091819_aegypti_mIgG_Exp6A	KRG091819_aegypti_mIgG_Exp6B	KRG091819_aegypti_rIgG_Exp6A	KRG091819_aegypti_rIgG_Exp6B	KRG092419_Aag2_Ago1_Exp7A	KRG092419_Aag2_Ago1_Exp7B	KRG092419_Aag2_Ago2_Exp7A	KRG092419_Aag2_Ago2_Exp7B	KRG092419_Aag2_mIgG_Exp7A	KRG092419_Aag2_mIgG_Exp7B	KRG092419_Aag2_rIgG_Exp7A	KRG092419_Aag2_rIgG_Exp7B	KRG092419_aegypti_Ago2_Exp7A	KRG092419_aegypti_Ago2_Exp7B	KRG092419_aegypti_mIgG_Exp7A	KRG092419_aegypti_mIgG_Exp7B	KRG092419_aegypti_mIgG_Exp7C	KRG092419_aegypti_mIgG_Exp7D	KRG102219_Aag2_Ago1_Exp8A	KRG102219_Aag2_Ago1_Exp8B	KRG102219_Aag2_Ago2_Exp8A	KRG102219_Aag2_Ago2_Exp8B	KRG102219_Aag2_mIgG_Exp8A	KRG102219_Aag2_mIgG_Exp8B	KRG102219_Aag2_rIgG_Exp8A	KRG102219_Aag2_rIgG_Exp8B	KRG102219_aegypti_Ago1_Exp8A	KRG102219_aegypti_Ago1_Exp8B	KRG102219_aegypti_Ago2_Exp8A	KRG102219_aegypti_Ago2_Exp8B	KRG102219_aegypti_mIgG_Exp8A	KRG102219_aegypti_mIgG_Exp8B	KRG102219_aegypti_rIgG_Exp8A	KRG102219_aegypti_rIgG_Exp8B	KRG121817A_Aag2_Ago1_Exp1A	KRG121817A_Aag2_Ago1_Exp1B	KRG121817A_Aag2_Ago2_Exp1A	KRG121817A_Aag2_Ago2_Exp1B	KRG121817A_Aag2_mIgG_Exp1A	KRG121817A_Aag2_mIgG_Exp1B	KRG121817A_Aag2_rIgG_Exp1A	KRG121817A_Aag2_rIgG_Exp1B	KRG121817B_Aag2_Ago1_Exp2A	KRG121817B_Aag2_Ago1_Exp2B	KRG121817B_Aag2_Ago2_Exp2A	KRG121817B_Aag2_Ago2_Exp2B	KRG121817B_Aag2_mIgG_Exp2A	KRG121817B_Aag2_mIgG_Exp2B	KRG121817B_Aag2_rIgG_Exp2A	KRG121817B_Aag2_rIgG_Exp2B	aegyptiAgo1_counts	aegyptiAgo2_counts	aegyptirIgG_counts	aegyptimIgG_counts	Aag2Ago1_counts	Aag2Ago2_counts	Aag2rIgG_counts	Aag2mIgG_counts	aegyptiAgo1_pseudocount	aegyptiAgo2_pseudocount	aegyptirIgG_pseudocount	aegyptimIgG_pseudocount	Aag2Ago1_pseudocount	Aag2Ago2_pseudocount	Aag2rIgG_pseudocount	Aag2mIgG_pseudocount	aegyptiAgo1_counts_norm	aegyptiAgo2_counts_norm	aegyptirIgG_counts_norm	aegyptimIgG_counts_norm	Aag2Ago1_counts_norm	Aag2Ago2_counts_norm	Aag2rIgG_counts_norm	Aag2mIgG_counts_norm	log2FCAag2Ago1overAgo2	log2FCaegyptiAgo1overAgo2	Aag2_Ago1_nhipeaks	Aag2_Ago2_nhipeaks	Aag2_rIgG_nhipeaks	Aag2_mIgG_nhipeaks	aegypti_Ago1_nhipeaks	aegypti_Ago2_nhipeaks	aegypti_rIgG_nhipeaks	aegypti_mIgG_nhipeaks	aegypti_Ago1_BCsample	aegypti_Ago2_BCsample	aegypti_rIgG_BCsample	aegypti_mIgG_BCsample	Aag2_Ago1_BCsample	Aag2_Ago2_BCsample	Aag2_rIgG_BCsample	Aag2_mIgG_BCsample	log2aegyptiAgo1_counts_norm	log2aegyptiAgo2_counts_norm	log2aegyptirIgG_counts_norm	log2aegyptimIgG_counts_norm	log2Aag2Ago1_counts_norm	log2Aag2Ago2_counts_norm	log2Aag2rIgG_counts_norm	log2Aag2mIgG_counts_norm	aegypti_type	Aag2_type	log2FCAag2Ago1overrIgG	log2FCAag2Ago2overmIgG
aae-miR-1889-5p	6143	21736	318	4892	2371	2635	646	615	0	0	0	0	0	1	88	98	0	0	0	0	2	2	5873	8617	3113	8	120	1280	312	778	1734	1543	498	275	868	209	237	0	0	0	0	2	0	442	539	0	0	0	0	19	6	1534	1740	4	4	9	0	768	51	0	0	0	0	0	0	2351	2841	17	18	32	158	993	499	1100	1315	29	343	39	21	1473	985	7007	404	22	100	280	142	171	5	7303	7373	17	166	314	131	170	537	19625	372	3630	60	77742	348	3643	1066	19626	373	3631	61	77743	349	3644	1067	4595.46943752915	401.911937107786	5607.70468662645	171.06145032067	10591.5522891734	73.2652253640431	2221.43514220172	662.989879307259	7.1755697302217	3.51526091123364	17	6	9	6	15	2	5	2	15	2	8	2	17	8	13	7	12.1659965282444	8.65073561701078	12.4531946606944	7.41837086662511	13.3706264245715	6.19505669434981	11.1172763051953	9.37284303720961	known	known	2.25335011937621	-3.17778634285981
aae-miR-1890	373	1076	13	2422	884	196	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	273	240	211	1	2	519	192	111	732	148	142	8	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	68	67	0	0	0	0	32	32	3	6	0	0	0	0	103	126	0	0	2	17	54	54	727	902	74	320	24	18	640	92	413	6	3	6	14	7	8	0	701	346	0	7	14	6	14	29	6996	403	742	42	4004	16	239	60	6997	404	743	43	4005	17	240	61	1638.36235882969	435.314805875457	1147.48680312957	120.584301045718	545.633264964554	3.56879321257517	146.307473690563	37.9028890700495	7.25635148247442	1.9121234802479	12	0	7	3	12	2	2	2	13	4	4	2	14	3	10	6	10.6780387597552	8.76591527950734	10.1642618464328	6.91389828376432	9.09178779186492	1.8354363093905	7.19285965700176	5.24423591394808	known	known	1.89892813486316	-3.40879960455758
aae-miR-1891	7	6	3	1708	788	169	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2	0	1	467	163	71	646	143	298	1	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	1	2	2	131	240	41	72	9	7	134	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4841	119	139	16	18	0	12	1	4842	120	140	17	19	1	13	2	1133.764547871	129.301427487759	216.215548368963	47.6728632041212	2.58852235563709	0.209929012504422	7.92498815823885	1.24271767442785	3.62415530987228	3.13231095507536	0	0	0	0	12	2	1	0	13	4	4	2	5	0	5	1	10.1469053474394	7.01459439236406	7.75632646283912	5.57509637031256	1.37212877801243	-2.25202653185984	2.98640877953433	0.31349857638519	known	known	-1.6142800015219	-2.56552510824503
aae-miR-190	1711	5077	17	878	282	285	14	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1086	1557	834	86	68	162	77	84	290	198	50	158	3	7	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	274	334	1	1	3	0	211	15	2	2	0	0	0	0	486	613	1	5	11	32	188	69	165	221	18	68	9	0	231	152	2153	602	17	44	72	52	50	7	2841	4288	8	53	90	33	74	288	2702	90	544	9	21910	130	1073	293	2703	91	545	10	21911	131	1074	294	632.913170775568	98.0535825115509	841.69624186489	28.0428607083066	2985.11122812443	27.5007006380792	654.725944765271	182.679498140894	6.76217250368524	2.69036534302094	16	3	10	6	11	2	3	0	13	4	4	1	17	8	11	7	9.30586377997518	6.61549843695424	9.71715586555844	4.80956162394959	11.5435689733629	4.78139646967761	9.35474733937865	7.51317092122155	known	known	2.1888216339842	-2.73177445154395
aae-miR-210	9	48	2	2045	774	298	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	14	29	11	2	1	691	153	90	803	3	268	3	2	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	4	2	0	0	0	0	2	21	0	0	0	0	0	0	11	10	0	0	0	17	37	27	620	999	3	261	13	8	650	69	21	3	0	0	0	0	3	0	42	25	0	0	0	0	1	0	6773	264	724	21	229	0	96	17	6774	265	725	22	230	1	97	18	1586.14643686041	285.540652368802	1119.68766119641	61.6942935582745	31.3347443050805	0.209929012504422	59.132603949936	11.1844590698507	7.22171784737307	2.47375790872854	9	0	3	1	12	1	2	1	15	2	4	2	13	0	9	1	10.6313102549346	8.15755234620611	10.1288806307965	5.94706514769952	4.96969131551322	-2.25202653185984	5.88588190358037	3.4834235778275	known	known	-0.916190588067146	-5.73545010968735
aae-miR-219	1	9	1	161	98	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	46	13	0	87	0	36	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	1	3	54	81	3	17	1	0	62	7	9	0	0	0	0	0	3	0	3	47	0	0	0	0	0	3	640	20	69	1	88	0	12	0	641	21	70	2	89	1	13	1	150.09150664711	22.6277498103579	108.107774184481	5.60857214166132	12.125183665879	0.209929012504422	7.92498815823885	0.621358837213926	5.85196122739509	2.72967731052492	2	0	0	0	9	1	1	0	11	2	2	1	9	0	6	0	7.22969853005923	4.5000212195343	6.75632646283912	2.48763352906222	3.59993469553525	-2.25202653185984	2.98640877953433	-0.68650142361481	known	known	0.613525916000912	-1.56552510824503
aae-miR-252-3p	68	207	131	277	140	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	90	49	0	0	64	33	26	174	58	44	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	126	0	1	0	0	32	0	0	0	0	0	0	0	185	203	1	0	2	18	99	36	99	122	1	32	8	5	125	86	117	22	1	0	5	2	5	0	177	267	0	0	0	0	0	16	1059	33	214	13	1664	3	319	27	1060	34	215	14	1665	4	320	28	248.201243441399	36.6354044548652	332.045306423764	39.2600049916292	226.836301165039	0.839716050017687	195.076631587418	17.3980474419899	8.07753425838732	2.76019989488516	13	0	5	1	11	1	2	0	11	2	3	2	13	3	6	4	7.95536653289105	5.19516663800588	8.37523629548362	5.29498845111983	7.82550772652747	-0.252026531859844	7.6078971562806	4.12085349844279	known	known	0.217610570246868	-4.37288003030264
aae-miR-252-5p	610	2517	26	4703	2219	589	107	149	0	0	0	0	0	2	11	11	0	1	0	0	0	0	819	1039	466	69	3	1296	613	201	1870	481	544	33	9	22	28	0	0	0	0	0	0	40	40	0	2	0	0	0	0	688	866	7	6	12	3	276	41	7	2	0	0	0	0	755	857	8	8	10	67	312	212	603	787	35	210	23	23	675	363	1510	117	8	19	53	13	60	0	1302	1770	2	38	53	13	32	141	14008	257	1080	46	13622	96	1174	224	14009	258	1081	47	13623	97	1175	225	3280.23699940619	277.998069098683	1669.4929127632	131.801445329041	1855.97052899179	20.3631142129289	716.29700661005	139.805738373133	6.51007177638706	3.56065328681317	17	2	9	7	15	2	3	2	15	6	4	2	17	8	11	8	11.679584338992	8.1189310521788	10.7051942536288	7.04222238073986	10.8579580867143	4.34788631032728	9.48441410284561	7.12727976760223	known	known	1.37354398386873	-2.77939345727494
aae-miR-263a-5p	16	21	1	1151	449	135	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	2	6	8	0	0	227	131	30	315	60	118	0	3	0	0	0	0	0	0	0	0	31	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	2	2	1	99	159	6	38	2	1	85	7	30	0	0	0	1	0	0	0	44	39	0	0	0	0	0	2	2935	44	95	3	167	0	17	3	2936	45	96	4	168	1	18	4	687.470613909385	48.4880353079098	148.262090310146	11.2171442833226	22.8879871445806	0.209929012504422	10.9730605267923	2.48543534885571	6.76854521920745	3.82559734319848	5	0	1	0	13	1	1	0	15	2	3	2	9	0	5	2	9.4251542362837	5.59955689308522	7.21200594661531	3.48763352906222	4.51651868734761	-2.25202653185984	3.45589406283556	1.31349857638519	known	known	1.06062462451205	-3.56552510824503
aae-miR-263b-5p	12	27	2	2248	920	125	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	4	2	0	402	153	81	425	19	127	2	0	0	0	0	0	0	0	0	0	24	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	9	6	140	252	0	65	2	2	132	9	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4938	65	143	4	48	0	24	3	4939	66	144	5	49	1	25	4	1156.47730316705	71.1157851182677	222.393135465219	14.0214303541533	6.67566291716933	0.209929012504422	15.240361842767	2.48543534885571	4.9909376405439	4.02342332070493	2	0	0	0	13	1	1	0	15	1	3	2	5	0	5	1	10.1755212368189	6.152097916114	7.79696844733647	3.80956162394959	2.73891110868406	-2.25202653185984	3.92982525116797	1.31349857638519	known	known	-1.19091414248391	-3.56552510824503
aae-miR-275-3p	1997	5055	195	3281	1576	648	62	74	0	0	0	0	0	0	5	14	0	0	0	0	0	0	1466	1908	1434	2	2	1005	318	326	1154	432	447	52	149	14	15	0	0	0	0	1	0	24	44	0	0	0	0	0	0	1004	1343	1	3	3	1	383	59	0	0	0	0	0	0	1941	2105	6	20	12	124	754	433	1334	2330	24	696	38	18	1573	878	5252	1235	51	56	253	77	185	5	6306	7899	20	123	227	69	144	587	12938	720	2652	56	39110	280	2750	766	12939	721	2653	57	39111	281	2751	767	3029.69423480025	776.886076822288	4097.28464159184	159.844306037347	5328.40515006958	58.9900525137425	1677.04941717808	476.582228143082	6.49708827949356	1.96339723889978	17	5	8	6	14	2	4	2	15	2	4	2	17	8	12	8	11.5649564848961	9.60155924599637	12.0004524061229	7.32052354322697	12.3794880678546	5.88239978836108	10.7117094857095	8.89658134388812	known	known	1.66777858214519	-3.01418155552704
aae-miR-275-5p	1	6	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	1	4	0	1	0	0	3	0	12	0	0	0	1	0	0	0	9	10	0	0	0	0	0	0	30	1	3	0	48	0	2	2	31	2	4	1	49	1	3	3	7.25871561007866	2.15502379146266	6.17758709625607	2.80428607083066	6.67566291716933	0.209929012504422	1.82884342113204	1.86407651164178	4.9909376405439	1.75201049707182	2	0	0	0	1	0	0	0	5	1	1	0	10	0	2	2	2.85971429382736	1.10770379675554	2.62704344589415	1.48763352906222	2.73891110868406	-2.25202653185984	0.870931562114399	0.898461077106346	known	known	1.86797954656966	-3.15048760896619
aae-miR-276-3p	494	1723	286	4761	2063	501	35	37	0	0	0	0	0	1	19	12	0	0	0	0	0	0	264	407	282	2	91	1194	574	99	1368	227	518	17	4	11	5	0	0	0	0	0	0	64	52	0	0	0	0	0	0	222	293	0	0	1	2	113	32	1	0	0	0	0	0	642	753	2	6	7	84	334	210	1297	2099	7	616	25	25	1361	433	559	255	0	9	12	17	5	0	624	1577	0	15	15	10	10	96	14848	624	1815	50	8183	32	1180	148	14849	625	1816	51	8184	33	1181	149	3476.92477722768	673.444934832081	2804.62454170026	143.018589612364	1114.971945186	6.92765741264591	719.954693452314	92.582466744875	7.33042410681557	2.36817996325855	16	1	8	5	15	1	3	2	15	3	4	2	17	4	11	8	11.7635961395635	9.39541617630499	11.4535919331851	7.16005887103372	10.1227916943142	2.79236758749861	9.4917623107904	6.53266709684735	known	known	0.631029383523778	-3.74029950934874
aae-miR-276-5p	65	170	104	639	216	62	11	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	14	32	36	2	0	158	23	3	220	0	33	1	1	3	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	55	53	0	0	0	0	33	7	3	0	0	0	0	0	108	144	0	0	2	12	40	9	208	385	0	101	8	2	258	57	70	5	0	0	0	2	2	0	81	352	0	2	3	1	1	11	1974	104	317	10	1213	2	209	20	1975	105	318	11	1214	3	210	21	462.450429996947	113.13874905179	491.118174152358	30.8471467791372	165.392954723338	0.629787037513265	128.019039479243	13.0485355814925	8.03681800196322	2.03120560697065	14	0	4	1	10	1	2	0	12	2	4	2	17	1	9	5	8.85315492139231	6.82194931442167	8.93992640117851	4.94706514769952	7.36975397082453	-0.667064031138687	7.00021457905937	3.70581599916395	known	known	0.369539391765165	-4.37288003030264
aae-miR-2765	212	584	12	15	23	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	268	151	0	1	10	0	0	35	38	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	276	2	3	1	0	75	1	1	2	0	0	0	1	340	319	1	4	1	16	141	75	56	25	26	18	0	0	101	113	226	75	0	5	2	5	9	0	307	466	1	14	12	7	9	9	211	47	222	1	3557	30	332	44	212	48	223	2	3558	31	333	45	49.6402486882798	51.7205709951038	344.400480616276	5.60857214166132	484.734870597724	6.50779938763707	203.001619745657	27.9611476746267	6.21888228130898	-0.0592278594730162	13	1	4	2	7	2	2	0	9	4	4	1	14	7	9	7	5.63343843800368	5.6926662974767	8.42794334581446	2.48763352906222	8.92105205983601	2.70216977852703	7.6653474284645	4.80535167271487	known	known	1.2557046313715	-2.10318189418783
aae-miR-277-3p	1285	3565	466	104070	42198	13075	64	45	0	0	0	0	1	0	3796	3915	0	8	0	0	17	20	411	598	482	137	15	24597	9553	3268	31554	4606	9571	225	334	17	14	0	0	0	0	0	0	19290	20017	0	32	0	0	65	88	184	219	3	2	5	9	115	922	60	53	0	0	0	0	569	533	13	8	23	763	1374	1576	20750	27796	858	8098	698	460	19121	3780	1021	72	13	29	20	11	29	0	1015	1030	8	68	32	5	11	39	338056	9109	23650	1158	11124	144	4685	868	338057	9110	23651	1159	11125	145	4686	869	79156.7620321407	9816.13337011241	36526.5281033881	3250.16755609273	1515.64795823487	30.4397068131411	2856.65342380825	539.960829538902	5.63783642204224	3.01148584315344	17	4	10	5	15	5	8	2	15	6	8	2	17	8	11	8	16.2724249785984	13.260939135445	15.1566570096231	11.6662983800687	10.5657189801973	4.92788255815509	11.4801103002564	9.07671094319959	known	known	-0.914391320059044	-4.1488283850445
aae-miR-278-3p	283	809	11	221	129	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	296	165	2	3	65	18	34	81	57	41	14	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	202	0	1	1	0	66	11	0	0	0	0	0	0	460	470	1	0	4	26	190	80	403	608	1	184	11	7	422	164	2173	499	18	32	129	51	91	4	3301	3854	8	52	106	30	107	390	1689	185	692	18	12917	112	955	347	1690	186	693	19	12918	113	956	348	395.717076807514	200.417212606027	1070.26696442636	53.2814353457825	1759.92272579578	23.7219784129996	582.791436867411	216.232875350446	6.2131439389019	0.981462906746457	13	3	8	5	11	1	4	1	11	2	4	2	13	6	11	7	8.62832551461003	7.64686260786358	10.0637549880314	5.73556104250581	10.7812963694572	4.56815243055534	9.18683586937399	7.75644207223392	known	known	1.59446050008325	-3.18828964167857
aae-miR-279	372	2112	129	154	77	42	75	126	0	0	0	0	0	2	3	0	0	0	0	0	0	0	489	569	228	37	21	33	4	35	33	57	23	25	64	29	35	1	0	0	0	0	0	17	0	0	0	0	0	0	0	268	315	2	0	1	0	179	6	0	0	0	0	0	0	634	804	3	3	7	39	248	118	274	308	0	63	7	4	314	265	719	772	6	5	29	20	24	7	774	5290	2	17	37	23	26	310	1060	63	668	11	13611	39	1107	156	1061	64	669	12	13612	40	1108	157	248.435395557853	68.960761326805	1033.20144184883	33.6514328499679	1854.4719107859	8.39716050017687	675.452836871434	97.5533374425864	7.78689113750634	1.84902312759971	17	1	9	5	11	1	4	0	13	1	4	2	17	8	12	7	7.95672692435525	6.10770379675554	10.0129058465356	5.07259602978338	10.8567927005339	3.06990156302752	9.39971122744243	6.60811932527682	known	known	1.45708147309143	-3.5382177622493
aae-miR-281-3p	51	213	3	756	279	23	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	43	60	32	0	1	224	43	28	251	4	51	0	0	0	0	0	0	0	0	0	0	26	11	0	0	0	0	0	0	9	13	1	0	1	0	6	30	1	2	0	0	0	0	34	40	0	0	0	6	25	21	832	1215	3	302	8	11	787	36	106	23	1	1	5	1	0	0	140	289	0	5	4	2	0	12	3749	308	823	19	1053	8	98	19	3750	309	824	20	1054	9	99	20	878.070436703063	332.951175780981	1272.58294182875	56.0857214166131	143.594871728499	1.88936111253979	60.3518328973574	12.4271767442785	6.24796194662359	1.39902603905117	12	0	4	0	12	1	2	1	15	4	2	2	13	4	7	6	9.77819286371109	8.37916682465992	10.3135439730774	5.80956162394959	7.16586041620606	0.917898469582469	5.91532568147285	3.63542667127255	known	known	1.25053473473321	-2.71752820169008
aae-miR-281-5p	541	2192	245	21825	8212	1362	31	24	0	0	0	0	1	1	238	250	1	3	0	0	2	0	361	527	331	8	0	4589	1586	707	6480	817	1655	25	6	4	4	0	0	0	0	0	0	1014	918	7	14	0	0	5	0	90	127	0	0	0	3	49	149	8	13	0	0	0	0	282	335	0	2	6	168	365	353	6369	9338	144	2881	167	111	6357	1021	1108	58	6	20	26	9	15	0	1437	1654	2	22	35	5	26	96	65360	3071	7416	278	9106	52	1308	252	65361	3072	7417	279	9107	53	1309	253	15304.4164835597	3310.11654368664	11454.7908732328	782.395813761754	1240.71963646247	11.1262376627343	797.985346087281	157.203785815123	6.80106751064089	2.20899412188552	15	2	8	3	15	4	3	2	15	8	6	2	17	5	11	7	13.9016604193622	11.6926662974767	13.483663499571	9.61175484089141	10.2769614333442	3.47589392270336	9.64021844333848	7.2964921510795	known	known	0.636742990005764	-3.82059822837615
aae-miR-282-3p	23	71	0	27	1	1	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	25	19	0	0	0	1	0	0	5	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	4	0	0	0	0	0	0	0	21	22	0	0	0	1	10	6	2	1	0	0	0	0	7	9	35	4	0	0	0	0	2	0	37	72	0	2	0	1	0	2	38	0	17	0	399	2	24	2	39	1	18	1	400	3	25	3	9.13193254171186	1.07751189573133	27.7991419331523	2.80428607083066	54.4952074870966	0.629787037513265	15.240361842767	1.86407651164178	6.43512148548226	3.08321640554719	12	0	1	0	1	0	0	0	7	0	3	0	17	1	5	2	3.19092020230273	0.107703796755544	4.79696844733647	1.48763352906222	5.76805745434357	-0.667064031138687	3.92982525116797	0.898461077106346	known	known	1.83823220317561	-1.56552510824503
aae-miR-283	3056	8151	1148	863	421	2482	104	97	0	0	0	0	1	0	7	4	0	0	0	0	0	0	3077	4001	1765	159	11	224	66	457	245	709	92	237	266	21	13	0	0	0	0	0	0	27	8	0	0	0	0	0	0	703	865	1	1	8	3	250	15	2	1	0	0	0	0	1179	1386	3	5	3	71	389	206	258	291	4	63	14	5	389	409	5604	643	18	59	247	91	183	8	5931	6771	16	130	272	85	151	537	6154	70	1301	19	43367	233	3058	780	6155	71	1302	20	43368	234	3059	781	1441.20627677529	76.5033445969244	2010.80459983135	56.0857214166131	5908.37039575101	49.1233889260347	1864.81067508097	485.281251864077	6.91020636843104	4.23561020855208	17	4	10	5	12	1	4	1	15	4	4	2	17	8	12	8	10.4930611248123	6.25745091626023	10.9735571790598	5.80956162394959	12.5285445561546	5.61833818772356	10.8648134529514	8.92267731452717	known	known	1.66373110320316	-3.30433912680361
aae-miR-285	6	19	1	874	350	92	0	0	0	0	0	0	0	0	18	25	0	0	0	0	0	0	0	7	4	0	0	198	76	3	251	65	76	0	0	0	0	0	0	0	0	0	0	85	121	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2	157	242	0	55	3	1	175	11	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	2633	55	186	4	41	1	11	0	2634	56	187	5	42	2	12	1	616.756674740232	60.3406661609544	288.802196749971	14.0214303541533	5.72199678614514	0.419858025008843	7.31537368452817	0.621358837213926	3.76854521920745	3.35349889488385	1	0	0	0	14	1	2	0	15	1	2	2	6	1	4	0	9.268557613697	5.91505871881315	8.17393790578179	3.80956162394959	2.51651868734761	-1.25202653185984	2.8709315621144	-0.68650142361481	known	known	-0.35441287476679	-0.565525108245034
aae-miR-2940-3p	100	458	3	21	11	33	440	427	2	2	0	0	2	2	21	30	0	1	0	0	1	2	238	191	83	0	14	8	2	19	5	21	9	26	1	113	99	0	2	0	0	0	0	120	153	0	3	0	0	9	8	654	798	2	5	7	3	325	16	0	0	0	0	0	0	1039	1107	3	7	5	57	405	170	262	325	1	78	13	9	401	398	2107	464	19	47	102	39	77	4	2355	5994	11	61	103	38	64	461	1040	83	846	22	16667	161	1543	354	1041	84	847	23	16668	162	1544	355	243.75235322877	90.5109992414316	1308.10406763222	64.4985796291051	2270.81529598731	34.0085000257163	941.244747409291	220.582387210944	6.06117117824662	1.4292511172056	17	4	8	5	11	1	3	1	15	4	8	2	17	11	12	8	7.9292723367399	6.5000212195343	10.3532616052264	6.01119548511924	11.1489946492714	5.08782347102478	9.87842609866132	7.78517379077723	known	known	1.27056855061007	-2.69735031975245
