smallRNA	11474.0-2hr_Embryo.high	11473.0-2hr_Embryo.low	11472.NBF-Ovary.high	11471.NBF-Ovary.low	11431.72hr_PBM-Ovary.low	11430.72hr_PBM-Ovary.high	11429.24hr_PBM-Ovary.low	11428.24hr_PBM-Ovary.high	12093.Male_Carcass	12092.Male_Testes	11524.72hr_PBM_Female_Carcass	11476.2-4hr_Embryo.high	11475.2-4hr_Embryo.low	11427.48hr_PBM-Ovary.low	11426.48hr_PBM-Ovary.high	aae_smallRNA_family	Ago2nm
aae-miR-11894a	34.5208505937586	70.9899549213786	18.6421087953469	31.6015674377449	81.1918970486745	22.2148172831278	16.4883180266781	12.8736579211617	233.606224367463	299.95725997591	342.831161554127	273.397030044895	1426.69691031728	8.81772009029345	9.59821857063329	aae-miR-11894	aae-miR-11894
aae-miR-11894b	34.5208505937586	70.9899549213786	18.6421087953469	31.6015674377449	81.1918970486745	22.2148172831278	16.4883180266781	12.8736579211617	217.034615773891	270.427788786572	316.41630156553	259.007712674111	1147.8311966078	8.81772009029345	9.59821857063329	aae-miR-11894	aae-miR-11894
aae-miR-11895	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	291.517759775111	421.183510121615	197.549431616845	14.3893173707839	246.497371939636	8.81772009029345	9.59821857063329	aae-miR-11895	aae-miR-11895
aae-miR-11899	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	3.02921877516924	1.5541826941757	0.281009148814858	14.3893173707839	2.4898724438347	8.81772009029345	9.59821857063329	aae-miR-11899	aae-miR-11899
aae-miR-11900	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	4.98930151204346	7.7709134708785	2.81009148814858	14.3893173707839	2.4898724438347	8.81772009029345	9.59821857063329	aae-miR-11900	aae-miR-11900
aae-miR-11917	690.417011875173	70.9899549213786	242.34741433951	110.605486032107	40.5959485243373	22.2148172831278	16.4883180266781	51.4946316846469	0.712757358863352	31.083653883514	6.74421957155659	273.397030044895	14.9392346630082	132.265801354402	163.169715700766	aae-miR-11917	aae-miR-11917
aae-miR-11917-novel-b	32932.8914664457	1774.74887303447	3709.77965027404	300.214890658577	243.575691146024	6175.71920470954	1896.15657306798	283.220474265558	1.24732537801087	127.442980922407	19.1086221194103	7525.61298492	266.416351490313	670.146726862302	3935.26961395965	aae-miR-11917	aae-miR-11917
aae-miR-11917-novel-c	103.562551781276	35.4949774606893	37.2842175906939	31.6015674377449	40.5959485243373	22.2148172831278	16.4883180266781	25.7473158423234	0.356378679431676	10.8792788592299	1.12403659525943	28.7786347415679	2.4898724438347	17.6354401805869	38.3928742825332	aae-miR-11917	aae-miR-11917
aae-miR-11917-novel-d	207.125103562552	70.9899549213786	205.063196748816	63.2031348754898	40.5959485243373	22.2148172831278	16.4883180266781	51.4946316846469	0.712757358863352	20.2043750242841	1.68605489288915	129.503856337055	2.4898724438347	132.265801354402	76.7857485650663	aae-miR-11917	aae-miR-11917
aae-miR-12-3p	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	77.2419475269703	1.4255147177267	6.2167307767028	1.68605489288915	14.3893173707839	2.4898724438347	35.2708803611738	9.59821857063329	aae-miR-12-3p	aae-miR-12-3p
aae-miR-12-5p	34.5208505937586	35.4949774606893	18.6421087953469	94.8047023132347	40.5959485243373	22.2148172831278	16.4883180266781	205.978526738588	394.867576810297	1648.98783852042	78.9635708169751	14.3893173707839	27.3885968821817	361.526523702032	9.59821857063329	aae-miR-12-5p	aae-miR-12-5p
aae-miR-124	34.5208505937586	319.454797146204	18.6421087953469	110.605486032107	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	8519.94508917307	1717.37187706415	6799.2973647243	57.5572694831357	664.795942503866	8.81772009029345	9.59821857063329	aae-miR-124	aae-miR-124
aae-miR-125-5p	34.5208505937586	35.4949774606893	18.6421087953469	94.8047023132347	40.5959485243373	22.2148172831278	16.4883180266781	38.6209737634852	3689.76665749586	3248.24183082721	4444.44069765579	43.1679521123518	39.8379591013552	8.81772009029345	9.59821857063329	aae-miR-125-5p	aae-miR-125-5p
aae-miR-13-3p	34.5208505937586	1774.74887303447	55.9263263860408	474.023511566174	40.5959485243373	22.2148172831278	16.4883180266781	51.4946316846469	1853.16913304471	842.36702024323	76.1534793288265	906.526994359388	978.519870427038	52.9063205417607	9.59821857063329	aae-miR-2a-3p	aae-miR-2a-3p
aae-miR-13-5p	34.5208505937586	106.484932382068	18.6421087953469	31.6015674377449	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	326.442870359415	276.644519563275	146.967784830171	14.3893173707839	99.5948977533881	8.81772009029345	9.59821857063329	aae-miR-13-5p	aae-miR-13-5p
aae-miR-133	103.562551781276	958.364391438611	18.6421087953469	63.2031348754898	40.5959485243373	22.2148172831278	16.4883180266781	25.7473158423234	597.468856067205	237.789952208882	2232.61768733405	57.5572694831357	87.1455355342146	26.4531602708804	9.59821857063329	aae-miR-133	aae-miR-133
aae-miR-137	34.5208505937586	141.979909842757	18.6421087953469	173.808620907597	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	351.745756599064	27.9752884951626	11.5213751014092	14.3893173707839	2.4898724438347	8.81772009029345	9.59821857063329	aae-miR-137	aae-miR-137
aae-miR-14	34.5208505937586	141.979909842757	18.6421087953469	79.0039185943623	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	1890.94527306447	2137.00120449159	1713.03177117537	28.7786347415679	2.4898724438347	52.9063205417607	9.59821857063329	aae-miR-14	aae-miR-14
aae-miR-184	172.604252968793	993.859368899301	2050.63196748816	16164.2017444065	4506.15028620144	44.4296345662557	230.836452373493	1364.60773964314	44015.9743179268	31396.0446050433	149247.612054506	11784.850926672	14187.2931849701	608.422686230248	9.59821857063329	aae-miR-184	aae-miR-184
aae-miR-1889-5p	34.5208505937586	70.9899549213786	18.6421087953469	94.8047023132347	40.5959485243373	22.2148172831278	32.9766360533562	90.115605448132	1992.33500736278	3947.62404320628	58.1688938046756	259.007712674111	124.493622191735	96.994920993228	9.59821857063329	aae-miR-1889-5p	aae-miR-1889-5p
aae-miR-1890	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	114.219366757852	91.6967789563663	580.002883153867	14.3893173707839	7.46961733150411	8.81772009029345	9.59821857063329	aae-miR-1890	aae-miR-1890
aae-miR-1891	34.5208505937586	3052.56806161928	37.2842175906939	742.636834787005	40.5959485243373	22.2148172831278	16.4883180266781	51.4946316846469	4273.51493440494	449.158798616777	10453.5403359127	244.618395303327	1718.01198624594	158.718961625282	9.59821857063329	aae-miR-1891	aae-miR-1891
aae-miR-190	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	54.8823166324781	228.464856043828	404.372165144581	71.9465868539196	2.4898724438347	26.4531602708804	9.59821857063329	aae-miR-190	aae-miR-190
aae-miR-2-novel-a	34.5208505937586	532.42466191034	18.6421087953469	31.6015674377449	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	1804.70163264201	542.409760267319	46.0855004056367	115.114538966271	219.108775057454	79.3594808126411	9.59821857063329	aae-miR-2a-3p	aae-miR-2a-3p
aae-miR-210	34.5208505937586	283.959819685514	18.6421087953469	31.6015674377449	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	965.786221259841	153.864086723394	5626.6461867199	14.3893173707839	14.9392346630082	8.81772009029345	9.59821857063329	aae-miR-210	aae-miR-210
aae-miR-219	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	47.3983643644129	9.3250961650542	71.3763237989739	14.3893173707839	12.4493622191735	8.81772009029345	9.59821857063329	aae-miR-219	aae-miR-219
aae-miR-252-3p	103.562551781276	283.959819685514	37.2842175906939	221.210972064214	446.55543376771	22.2148172831278	16.4883180266781	167.357552975102	974.517498905917	222.248125267125	71.6573329477888	57.5572694831357	2.4898724438347	70.5417607223476	9.59821857063329	aae-miR-252-3p	aae-miR-252-3p
aae-miR-252-5p	448.771057718862	4507.86213750754	596.547481451102	3270.7622298066	38647.3429951691	7508.60824169721	49.4649540800343	514.946316846469	5578.39546914402	528.422116019738	244.477959468926	28.7786347415679	39.8379591013552	793.594808126411	38.3928742825332	aae-miR-252-5p	aae-miR-252-5p
aae-miR-263a-5p	103.562551781276	958.364391438611	111.852652772082	284.414106939704	527.747330816385	799.733422192602	610.06776698709	5767.39874868045	7729.85355687305	12411.7029956871	8390.37116531403	2777.1382525613	5594.74338129658	4329.50056433409	67.187529994433	aae-miR-263a-5p	aae-miR-263a-5p
aae-miR-263b-5p	34.5208505937586	35.4949774606893	18.6421087953469	15.8007837188725	40.5959485243373	22.2148172831278	16.4883180266781	12.8736579211617	2456.34004798283	475.579904417764	8248.18053601371	2359.84804880856	527.852958092957	8.81772009029345	9.59821857063329	aae-miR-263b-5p	aae-miR-263b-5p
aae-miR-275-3p	69.0417011875173	461.434706988961	74.5684351813877	647.832132473771	40.5959485243373	22.2148172831278	313.278042506884	733.798501506218	8955.97440345773	8885.26246260248	9364.91089340396	1769.88603660642	2442.56486740184	449.703724604966	19.1964371412666	aae-miR-275-3p	aae-miR-275-3p
